sentence,add1,addk,tokentype
पूछताछ के दौरान अपराधियों ने बताया कि वे एटीएम में टेकनिकल तरीके से चोरी करते थे . वे बोलेरो से शहर के विभिन्न इलाकों में घूमते थे और एटीएम में चोरी करते थे . जब कोई व्यक्ति एटीएम में पैसों की निकासी के लिए आता और किसी कारणवश पेसा नहीं निकल पाता . तब वह व्यक्ति एटीएम से निकल कर चला जाता है . अब यहां से इनका काम शुरू हो जाता था . व्यक्ति के एटीएम से बाहर निकलने के बाद ये चारों अपराधी एटीएम मशीन में कुछ टेकनिकल छेड़छाड़ कर पैसे निकाल लेते थे .,0.0,7.812586547e-314,0.0
चाणक्य नीति के मुताबिक जीवन में लिया गया एक फैसला जीवन बनाने के साथ साथ जीवन बिगाड़ भी सकता है . ऐसे में इंसान को कोई भी फैसला गंभीरता से सोच समझकर लेना चाहिए . अगर कोई भी फैसला लेने में परेशाना हो तो अनुभवी लोगों से राय लेनें संकोच नहीं करना चाहिए . इसके बाद अपनी बुद्धि और विवेक से ही कोई निर्णय लेना चाहिए .,1.903461081437115e-228,6.801598857141137e-214,3.3913974549592766e-265
लेवर कप का चौथा सीजन जो 25 से 27 सितंबर 2020 को होना था उसे 2021 तक के लिए स्थगित कर दिया गया है।,8.320129028186166e-84,9.100345604346132e-79,2.7175831961430814e-98
"सरकार ने 4000 टीचर भर्ती करने का लिया फैसला , बैचवाइज भर्ती में तेजी लाने के दिए निर्देश",3.0266262583082433e-68,1.0496283490982457e-64,4.737425509679595e-75
"धर्मसभा को संबोधित करते हुये संयोजक संतोष दूबे ने कहा कि प्रधानमंत्री को एक साल का समय दिया गया है। देश के करोड़ों हिन्दुओं व सभी हिन्दुत्ववादी संगठनों की इच्छा है कि अगले रामनवमी से मंदिर निर्माण शुरू हो जाना चाहिए। उन्होंने कहा कि अब भारतीय जनता पार्टी का कोई बहाना नहीं चलेगा , केन्द्र में भी उनकी सरकार है तथा उत्तर प्रदेश में भी अब भाजपा की सरकार है। यदि अब नहीं तो कब बनेगा राममंदिर।",9.569499314858313e-264,1.612874429634367e-247,3.84681348423959e-304
"विधायक रामलाल शर्मा ने चौमू के सैलून संचालकों को कैंची से लेकर उस्तरा तक बंटवाए। वहीं , चाय की दुकानों पर विधायक की दी हुई केतली चौपालों पर चर्चा का विषय बनी हुई है। हालांकि इन सबका वितरण आचार संहिता लगने से पहले ही हो चुका बताया जा रहा है , लेकिन कस्बे की सैलून और चाय की दुकानों पर ये उस्तरे और चाय की केतलियां चर्चा का विषय बनी हुई है।",5.267886442740242e-251,3.828646539604159e-236,9.841197917219095e-284
पीड़िता का बयान,1.855977996983551e-15,8.963870098500749e-15,1.481156355692279e-16
अगर तब कांग्रेस बीएसपी साथ लड़े होते तो बीजेपी की जीत मुश्किल थी और गठबंधन की सरकार बन सकती थी।,1.1399429080107903e-75,1.283673368168148e-71,1.0374601452910522e-83
"चंडीगढ़। हवस और हैवानियत जैसे इंसानी फितरत बन गयी है , और इसी फितरत ने हैवानियत का ऐसा चेहरा पेश किया है जिसको सुनकर अपने कान पर ही भरोसा नहीं होगा। आपको यकीन नहीं होगी कि आज की लड़कियों की नंगी मंडी लगाकर उनसे योगा कराया जाता था। बच् चों के यौन उत् पीड़ने से चर्चा में चल रहे ' अपना घर ' से एक और सनसनीखेज खुलासा सामने आया है। मानवता को शर्मसार करने वाला यह कड़वा सच पढ़कर शायद आपके दिल में इंसानियत के प्रति नफरत पैदा होने लगे। आपको बता दे कि ' अपना घर ' में 5 से 10 साल तक के बच् चों से जबरन सेक् स करवाया जाता था। बच् चों को नंगा करके योगा कराया जाता था , लेकिन योगा कम यौन शोषण ज् यादा होता था। लगातार बढ़ते शोषण से अब वहां एड्स जैसी जानलेवा बीमारी भी घर करने लगी थी। इसी होम की एक बच् ची एड्स पीडित पायी गयी। हाईकोर्ट में पेश एक रिपोर्ट के द्वारा ये सब बताया गया है।",0.0,0.0,0.0
झारखंड : बंद को देखते हुए परीक्षाएं टाली गईं,1.320293672803593e-36,1.0618213895183138e-34,2.2280720018247993e-39
"एमसीजी यानी आज की तारीख में विश्व का सबसे बड़ा क्रिकेट स्टेडियम। इतना बड़ा कि अपने आप में दो वानखेड़े स्टेडियम समा ले। इतना बड़ा कि इसमें ईडन गार्डन्स से डेढ़ गुना लोग समा जाएं। एमसीजी की खासियत यह है कि यह आकार में जितना बड़ा है , उससे कहीं बड़ी यहां की क्रिकेट संस्कृति है और इसी कारण यहां वे लोग भी खुद को प्रेरित महसूस करते हैं , जो लगातार आलोचना के तीर से घायल होते रहे हैं।",1.3737238481998288e-282,9.295092909868025e-267,3.3172e-318
"सुनवाई करते हुए हाईकोर्ट ने कहा था कि हुडा पिंजौर कालका अर्बन कांप्लेक्स के सेक्टर 27 , 28 व 30 में निर्माण गतिविधियों का संचालन केंद्रीय पर्यावरण एवं वन मंत्रालय से एनओसी हासिल करने के बाद ही कर सकता है।",2.1890469267881075e-139,4.224905532303796e-131,7.712128687007274e-160
केटी के प्रेमी क्रैग को अदालत ने लापरवाही से गाड़ी चलाने के आरोप में 21 माह जेल की सजा सुनाई है। साथ ही उसके गाड़ी चलाने पर चार साल के लिए रोक भी लगा दी गई है।,5.129372749084279e-130,1.7846121296623505e-122,3.000190794857927e-149
दूसरी सबसे अच्छी जगह जहाँ आपको स्नाइपर राइफल मिल सकती है वह है Hacienda Del Patron गेम के MIRAMAR मैप की। एक खिलाड़ी को इस जगह पर आसानी से स्नाइपर राइफल मिल सकती है जिससे वह लॉन्ग रेंज फाइट्स जीत सके। यह जगह उन खिलाड़ियों को पसंद आती है जिनो गेम शुरू होते ही फाइट्स लेने का शौक होता है।,2.3890796317052552e-217,1.971183885830049e-205,9.276296980254901e-237
लीड्स में तीसरा टेस्ट जीत कर भारतीय टीम इंग्लैंड के खिलाफ मौजूदा पांच मैचों टेस्ट सीरीज जीत की दावेदारी पेश करना चाहेगी। ये मैच बुधवार को हेडिंग्ले के मैदान पर खेला जाएगा। इस सीरीज में अब तक बारिश ने अहम भूमिका अदा की है। पहले मैच को बारिश के कारण रद्द करना पड़ा था।,1.9898529644907072e-196,4.129473990104816e-186,6.819146685467899e-217
45 सीट जीत पाएंगे ?,3.2777295962198714e-22,4.3650242086128845e-21,4.229136323184848e-24
"प्रमोशन में आरक्षण मामला : ढाई लाख हुए पदोन्नत , 45 हजार होंगे प्रभावित",1.5513097451265871e-56,4.738336816772287e-54,6.081890519516563e-60
पुलिस पर शादी के लिए दबाव बनाने का आरोप,2.2603494932948876e-33,2.9330386820979935e-31,2.979474289665535e-40
"राज्य मंत्रियों में देबाश्री चौधरी , महिला एवं बाल विकास , रतन लाल कटारिया , जल शक्ति और सामाजिक न्याय एवं अधिकारिता , संजय धोत्रे , शिक्षा , प्रताप चंद्र सारंगी , पशुपालन और बाबुल सुप्रियो सभी ने इस्तीफा दे दिया है।",3.5438542453276914e-156,1.712553696291787e-148,9.134209398581304e-169
""" साइबर सेक्स के शौकीन साइबर सेक्स में बहुत ज्यादा ऊर्जा खर्च कर देते हैं। कुछ मामलों में तो यह 10 घंटे तक भी पाया गया है। इससे अपने साथी के साथ उनके संबंध खराब होने की संभावना काफी बढ़ जाती है। यह उनके जीवन के अन्य क्षेत्रों मसलन शिक्षा और रोजगार पर भी विपरीत प्रभाव डाल सकता है। """,6.299074973675981e-211,1.9193823793021417e-198,3.7872917210192727e-239
इसका पोस्टकोड भी गोपनीय नहीं है क्योंकि इंटरनेट के काम करने के लिए इसका सार्वजनिक होना ज़रूरी है। बेलारूस का पोस्टकोड है 6697 । वहीं रेनेसिस के मुताबिक चीन में इंटरनेट काटे जाने का ख़तरा कम है। हालांकि वर्ष 2009 और 2010 में चीन के ज़िनजियांग प्रांत में इंटरनेट काट दिया गया था।,2.104880692634353e-188,4.758515161314021e-178,2.088827146729258e-211
सुप्रिया सुले ( तस्वीर सौजन्य : इंडियन एक्सप्रेस ),3.7225456366756953e-37,2.5964691916538366e-35,1.3239983377399073e-39
"दादरा , नगर हवेली और गोवा के भारत विलय में संघ की निर्णायक भूमिका थी . 21 जुलाई 1954 को दादरा को पुर्तगालियों से मुक्त कराया गया , 28 जुलाई को नरोली और फिपारिया मुक्त कराए गए और फिर राजधानी सिलवासा मुक्त कराई गई . संघ के स्वयंसेवकों ने 2 अगस्त 1954 की सुबह पुतर्गाल का झंडा उतारकर भारत का तिरंगा फहराया , पूरा दादरा नगर हवेली पुर्तगालियों के कब्जे से मुक्त करा कर भारत सरकार को सौंप दिया . संघ के स्वयंसेवक 1955 से गोवा मुक्ति संग्राम में प्रभावी रूप से शामिल हो चुके थे . गोवा में सशस्त्र हस्तक्षेप करने से नेहरू के इनकार करने पर जगन्नाथ राव जोशी के नेतृत्व में संघ के कार्यकर्ताओं ने गोवा पहुंच कर आंदोलन शुरू किया , जिसका परिणाम जगन्नाथ राव जोशी सहित संघ के कार्यकर्ताओं को दस वर्ष की सजा सुनाए जाने में निकला . हालत बिगड़ने पर अंततः भारत को सैनिक हस्तक्षेप करना पड़ा और 1961 में गोवा आज़ाद हुआ .",0.0,0.0,0.0
4 . 4 से 5 मैप आधारित सवाल जरूर बनाएं . इससे स् कोर अच् छे मिल जाते हैं .,1.4404828028804487e-73,2.0812266269677492e-69,8.598198039263922e-83
वहीं सोशल मीडिया पर इस फिल्म से जुड़े दोनों फिल्मकारों के साथ श्रीसंथ की तस्वीर सोशल मीडिया फैंस द्वारा काफी पसंद की जा रही है जो आप भी देख सकते हैं। आपको याद हो श्रीसंथ ने साल 2017 में फिल्म ' अक्सर 2 ' से अभिनय किया था और वह मलयालम फिल्म ' टीम 5 ' में भी नजर आए थे लेकिन हिट नहीं हो पाए .,7.645375108083563e-233,8.410699738812837e-219,4.251921517662741e-267
प्रधानमंत्री नरेंद्र मोदी ने हाल ही में सऊदी अरब की यात्रा की है .,1.1213359504116527e-47,2.7018322699564846e-44,2.186957323804902e-58
गाधारोणा में कोरोना पॉजिटिव मरीज को उपचार नहीं मिलने से परिजनों और ग्रामीणों में रोष बना हुआ है। ग्रामीणों का कहना है कि कोरोना पॉजिटिव रोगी की हालत लगातार बिगड़ रही है।,5.987182136803045e-111,4.236587140103151e-104,4.3768857072978405e-129
क्षेत्र में अन्य आतंकियों की मौजूदगी की आशंका के चलते सुरक्षाबलों ने तलाशी अभियान जारी रखा हुआ है। खबर लिखे जाने तक तलाशी अभियान जारी था और किसी अन्य आतंकी के पकड़े या मारे जाने की सूचना नहीं थी।,4.6323756765117625e-140,5.908337432165145e-132,2.5859655493363453e-157
10 मिनट में आने की बात कहकर निकले थे दोस्त,2.2688217733747248e-39,3.400235164987686e-37,5.855507236237109e-44
"इस टेप प्रकरण मामले से जुड़े कई महत्वपूर्ण सवाल उठ रहे हैं . क्या यह टेप सर्विलांस पर था , जब इसे रिकॉर्ड किया गया . अगर ऐसा है , तो फिर यह लीक कहां से हुआ . इसके लीकेज के तीन प्वाइंट समझे जा रहे हैं . पहला , विशेष शाखा दूसरा , आइबी और तीसरा , सर्विलांस के दौरान हुई रिकॉर्डिंग के बाद . हालांकि यह जांच के बाद ही स्पष्ट हो पायेगा कि यह टेप लीक कहां से हुआ .",1.448180172378016e-281,5.1769518890685e-264,0.0
"नेत्र रोग विशेषज्ञ , खासकर वह उप विशेषज्ञ जो न्यूरो नेत्ररोग विशेषज्ञ हैं , ऑप्टिक तन्तिका की बिमारियों के निदान और उपचार के लिए सबसे अनुकूल हैं।",5.962574828132208e-99,6.446350019244087e-94,5.338181534953262e-109
संगीतकार इल्लैया राजा का सम्मान,1.1810364333483642e-22,1.385414551528097e-21,4.2639241720473835e-24
"अमेरिका में भी जानलेवा कोरोना वायरस ( कोविड 19 ) अपने पैर पसारता जा रहा है और इस वायरस की चपेट में आने से अब तक 100 से अधिक लोगों की मौत हो गई है। जॉन हॉपकिंस यूनिवर्सिटी ने यह जानकारी जारी की है। यूनिवर्सिटी के अनुसार अमेरिका में मंगलवार तक 97 लोगों की मौत हुई थी। इसके बाद 7 और लोगों के मरने के बाद यह आंकड़ा 103 पर पहुंच गया है। कोरोना वायरस से सबसे ज्यादा मौतें वॉशिंगटन में 54 , न्यूयॉर्क में 12 जबकि कैलीफोर्निया में 11 हुई हैं।",4.11608821550512e-309,4.130517429081935e-289,0.0
विक्टोरिया : प्रधानमंत्री नरेंद्र मोदी ने आज कहा कि सेशेल्स जैसे द्वीप देशों के लिए जलवायु परिवर्तन उतना ही गंभीर खतरा है जितना कि दुनिया के सामने आतंकवाद का है . इसके साथ ही उन्होंने जलवायु परिवर्तन का मुकाबला करने के लिए भारत की गहरी प्रतिबद्धता व्यक्त की है .,7.246157351627402e-166,6.050433807071345e-155,1.1621937951162992e-197
"जिला फैजाबाद , कस्बा बछड़ा सुल्तानपुर। यहां जिला नगरीय विकास अभिकरण ( डूडा ) के तहत बने आवास की गुणवत्ता पर लोग सवाल उठा रहे हैं। जिन लोगों को यह आवास मिले हैं उनका कहना है कि इन्हें खराब गुणवत्ता की सामग्री से बनाया जा रहा है।",1.0648478661756687e-162,6.641844321649588e-153,5.141275993535299e-186
"नई दिल्ली , टेक डेस्क Google ने आज अपना सातवां ' Google for India ' इवेंट आयोजित किया जहां कंपनी ने भारतीय यूजर्स के लिए नई सुविधाओं और इनिशिएटिव की घोषणा की है। Google क्लासरूम के लिए नई सुविधाओं , लुक टू स्पीक पर पांच और भारतीय भाषाओं के लिए सपोर्ट , Google पे पर 15 बिलियन वार्षिक लेनदेन की घोषणा की । Google ने भारत में अपने क्लाइमेट कंडीशन इनिशिएटिव के हिस्से के रूप में नई पहल की भी घोषणा की।",9.676618601446706e-288,1.2665342209278727e-271,0.0
"भारतीय स्टेट बैंक ने पहले 8 , 301 पदों को भरने के लिए लिपिक कैडर में जूनियर एसोसिएट ( ग्राहक सहायता और बिक्री ) की नियुक्ति के लिए ये परीक्षा आयोजित कराई थी . ऑनलाइन पंजीकरण जनवरी में शुरू किया गया था और 10 फरवरी , 2018 को समाप्त हुआ था . एक नोट में एसबीआई ने उम्मीदवारों को सतर्क कर दिया है कि कुछ धोखाधड़ी वेबसाइटों ने उन्हें स्टेट बैंक ऑफ इंडिया ( एसबीआई ) के रूप में फर्जी खबरें दिखाती थी , तो उम्मीदवार इनके झांसे में नहीं आएं .",2.5004887e-316,1.799554869391562e-297,0.0
हिंदी न्यूज़ बिहार किशनगंज : शहरी क्षेत्र में आवश्यक सेवाओं को छोड़कर सभी दुकानें रहीं बंद,1.5463797920868671e-59,4.0679624588969705e-56,5.045611939714877e-66
पहले बंगाल की मुख्यमंत्री ममता बनर्जी ने मंत्रिमंडल ( कैबिनेट ) की विशेष बैठक बुलाई है। बंगाल विधानसभा चुनाव में प्रचंड जीत के बाद ममता का यह पहला दिल्ली दौरा होगा।किसी विशेष मुद्दे पर चर्चा हो सकती है। मंत्रियों को बैठक के बारे में सूचित कर दिया गया है।,1.9730144360448927e-168,3.778046138365928e-158,1.058429014443279e-193
"1 गिलास पानी में होते हैं 1 करोड़ बैक्टीरिया , लेकिन चिंता की बात नहीं",4.440454210115888e-56,6.591071935828042e-53,9.155336720550742e-64
"जी दरअसल उन्होंने बीते दिनों पाकिस्तानी मीडिया क्लब के चैट हाउस में कथित तौर पर यह कहा था कि , ' ' कांग्रेस अगर सत्ता में आती है , तो जम्मू कश्मीर में अनुच्छेद 370 लागू करने पर दोबारा विचार कर सकती है। ' ' ऐसे में दिग्विजय सिंह के इस बयान के बाद बीजेपी विधायक सुरेंद्र सिंह ने देश के प्रधानमंत्री व गृहमंत्री से उनके खिलाफ देशद्रोह का मुकदमा चलाने की मांग की है। इसी के साथ ही कहा कि ' दिग्विजय सिंह को मुसलमान और पाकिस्तान से ज्यादा प्यार है तो बताएं , गाजे बाजे के साथ उन्हें बाघा बॉर्डर पर छोड़ दिया जाएगा। '",0.0,0.0,0.0
पहले सगाई की फिर प्रेमी जोड़े ने निगला जहर,1.1892312876440567e-37,6.020613552697041e-36,1.1933312359499953e-39
जीवन पर बनी फिल्म,7.281323916994472e-19,6.1694541599585024e-18,1.2261364049101366e-20
दिल्ली पुलिस ने हाल ही में यूपी के मथुरा से फिल्म प्रोड्यूसर अजय यादव को गिरफ्तार किया है। अजय यादव पर एक कारोबारी के साथ लाखों की ठगी करने के आरोप लगा है। अजय यादव साल 2015 से फरार चल रहा था और एब 2021 में वह पुलिस के हत्थे चढ़ा है। आरोपित के खिलाफ कुल 11 ठगी के मामले दर्ज हैं। मौजूदा मामले की बात करें तो अजय यादव ने दिल्ली के एक बिजनेसमैन को 65 करोड़ रुपए का कर्ज दिलाने के बहाने कथित तौर पर 32 लाख रुपए की ठगी की।,1.2925e-320,5.783017112502301e-301,0.0
अगर हाइट हैं कम तो इस तरह से पहनें साड़ी,4.5752459318916834e-39,7.369487318451774e-37,9.291207180543268e-44
"जेएसपीएल के ईडी दिनेश कुमार सरावगी ने अग्रसेन जयंती महोत्सव सफल आयोजन के लिए के लिए सभी को बधाई दी एवं प्रतिभाशाली बधाों को शुभकामाना देते हुए और आगे बढ़ने की सीख देते हुए , उनके उज्जावल भविष्य की कामना की।",1.1081168376713788e-148,6.621137623918245e-141,6.051605893311648e-164
2022 आईसीसी महिला टी 20 विश्व कप क्वालीफायर,1.4091788455486974e-33,6.574785028254003e-32,1.3158340424716375e-35
आचार्य प्रमोद कृष्णन ने कहा जा सकती है मेरी जान,1.1590593815066795e-38,1.816672785974985e-36,3.20412488178168e-43
"तालिबान के नेताओं ने कहा , ' महिलाओं के साथ कोई भेदभाव नहीं किया जाएगा , लेकिन उन्हें जो भी अधिकार दिए जाएंगे , वो इस्लाम के मुताबिक होंगे . महिलाओं को स्वास्थ्य और दूसरे क्षेत्रों में काम करने की इजाजत दी जाएगी , जहां उनकी जरूरत है . अब सवाल ये है कि तालिबान ये फैसला किस आधार पर करेगा . ये कैसे तय होगा कि महिलाओं की मीडिया में तो जरूरत है , लेकिन दूसरे क्षेत्रों में नहीं ? तालिबान ने दुनिया से ये भी कहा है कि उसे अपने कानून बनाने का अधिकार है और दूसरे देशों को इसका सम्मान करना चाहिए . प्रेस कॉन्फ्रेंस में ये भी दावा किया गया कि अफगानिस्तान में लोग पूरी तरह सुरक्षित हैं . इसके साथ ही तालिबान ने काबुल में हिंसक घटनाओं और अफरातफरी की जिम्मेदार भी स्थानीय लोगों पर ही डाल दी है .",0.0,0.0,0.0
"वहीं , उन्नाव की पूर्व सांसद व कांग्रेस नेता अनु टंडन और कानपुर से सपा की प्रदेश सचिव नीलम रोमिला सिंह भी पीड़िता के घर पहुंची। इस पर विधायक समर्थकों ने अनु टंडन की गाड़ी का घेराव कर लिया। पुलिस टीम ने जब बताया कि उन्हें होटल में शिफ्ट करा दिया गया है तो तोनों नेता होटल के लिए रवाना हो गईं।",1.5806926329328014e-220,3.443715680050666e-208,3.417425373055903e-246
एससी एसटी एक्ट का मूल प्रावधान बनाए रखने को मोदी कैबिनेट ने दी मंजूरी,1.2236760829175476e-55,6.0193987457226e-53,1.085261833914607e-59
"रनवीर ने कहा कि फिल्म के ट्रेलर को लेकर उनके और आदित्य के बीच बहस भी हुई थी , लेकिन वह दर्शकों को इस फिल्म के विभिन्न पहलुओं से वाकिफ कराना चाहते थे . इसलिए , उन्होंने थोड़े कट के साथ प्रोमो को जारी किया .",7.206527849604169e-156,4.492620735893667e-146,2.3762976638672156e-184
कृषि मंत्री ने कहा कि बीज की गुणवत्ता बेहतर करने के लिए वैज्ञानिकों को आगे आना होगा . इसी क्रम में आम की चर्चा करते हुए उन्होंने कहा कि दशहरी आम यूपी की पहचान रहा है . उसकी क्वालिटी को और ठीक किया जा सकता है . अल्फांसो की टक्कर का गोरखपुर और बस्ती के गौरजीत आम की क्वालिटी को बढ़ाकर निर्यात के अवसर बढ़ाए जा सकते हैं . उन्होंने बताया कि राज्य सरकार ने अमरोहा और वाराणसी में 9 . 90 9 . 90 करोड़ रुपये की लागत से मैंगो पैक हाउस का निर्माण कराया है . राज्य से 2000 क्विंटल आम का निर्यात कोरोना काल में भी हुआ है . कृषि मंत्री ने पूर्वाचल क्षेत्र के विकास में कृषि उत्पादक संगठनों की भूमिका की चर्चा करते हुए देश में कृषि संशोधन कानून को किसानों के हित में बताया .,0.0,0.0,0.0
"बता दें कि ये फोटो ड्रग्स पैडलर द्वारा सैंपल के तौर पर बॉलीवुड के सेलिब्रिटीज और सोशलाइट्स को मोबाइल पर भेजे जाते थे , ताकि क्वालिटी का सबूत दिया जा सके .",2.0791442270889777e-115,6.610556609297598e-109,1.6411921813040533e-128
"झारखंड के मुख्यमंत्री हेमंत सोरेन ने विपक्ष पर निशाना साधा . उन्होंने कहा कि विपक्ष में बैठे लोगों की आवाज और कार्य ईमानदारी पूर्वक होनी चाहिए . केंद्र और राज्य सरकार दोनों की जिम्मेवारी पूर्वक कदमताल करने की जरूरत है , तभी सर्वांगीण विकास की परिकल्पना की जा सकती है .",1.6957203479274933e-173,1.7451957502670642e-162,1.7488424212033485e-201
कुछ इस तरह लड़ी जा रही कोरोना से जंग,5.926278133418419e-35,6.97103496681893e-33,8.214684781948604e-40
"महाराष्ट्र सरकार की गाइडलाइंस महाराष्ट्र सरकार ने मंगलवार को जारी गाइडलाइंस में सभी अंतरराष्ट्रीय यात्रियों के लिए मुंबई एयरपोर्ट पर आरटी पीसीआर टेस्ट अनिवार्य कर दिया है। साथ ही , आरटी पीसीआर टेस्ट के निगेटिव आने के बावजूद सभी यात्रियों को 14 दिन तक अनिवार्य रूप से होम क्वारंटाइन में रहने का नियम बनाया है। मुंबई एयरपोर्ट से कनेक्टिंग फ्लाइट लेने वाले यात्रियों को भी आरटी पीसीआर टेस्ट कराना होगा , निगेटिव रिपोर्ट आने के बाद ही उन्हें आगे की यात्रा करने की अनुमति दी जाएगी। महाराष्ट्र ने दूसरे राज्यों से आने वाले यात्रियों के लिए भी 48 घंटे पहले का निगेटिव आरटी पीसीआर रिपोर्ट अनिवार्य कर दिया छा। जबकि देश के भीतर किसी भी राज्य में इस तरह की अनिवार्यता नहीं है। केंद्र सरकार की गाइडलाइंस केंद्रीय स्वास्थ्य मंत्रालय के गाइडलाइंस में केवल अत्यधिक जोखिम वाले देशों के यात्रियों के लिए एयरपोर्ट से बाहर निकलने या कनेक्टिंग फ्लाइट लेने के पहले आरटी पीसीआर टेस्ट को अनिवार्य किया गया है और रिपोर्ट आने तक वहीं रहने की बात कही है। अत्यधिक जोखिम के अलावा दूसरे देशों के यात्रियों के लिए आरटी पीसीआर टेस्ट की अनिवार्यता नहीं होगी , लेकिन उन्हें 14 दिन तक अपने स्वास्थ्य पर स्वयं ध्यान रखना होगा। हालांकि , इन देशों के यात्रियों में से पांच फीसद का आरटी पीसीआर टेस्ट किया जाएगा , ताकि वायरस की मौजूदगी का पता लगाया जा सके। उन्हें एयरपोर्ट पर सैंपल देने के बाद जाने की अनुमति भी होगी।",0.0,0.0,0.0
आर्थिक मंदी के दौरान देश की वित्तीय स्थिति चरमरा सी गयी,6.372114346658122e-43,1.196839998860176e-40,7.676578700050561e-48
"अगर मां ने अभी भी बच्चे के पानी की पेशकश करने का फैसला किया है , तो इसकी मात्रा निर्धारित करना आसान है। अगर बच्चा विशेष रूप से प्यास महसूस नहीं करता है , तो वह नहीं पीएगा। असल में , एक महीने का बच्चा 1 2 चम्मच पानी के लिए पर्याप्त होता है। गर्मियों में , जब यह बहुत गर्म होता है , तो हर मां सोचती है कि बड़ी मात्रा में नवजात शिशु को उबला हुआ पानी देना संभव है , लेकिन कोई निश्चित जवाब नहीं है , क्योंकि बच्चे की भूख , पर्यावरण का तापमान , स्वास्थ्य की स्थिति और बच्चे के व्यवहार को ध्यान में रखा जाना चाहिए।",0.0,0.0,0.0
"हिंदी न्यूज़ उत्तर प्रदेश बदायूं मंदिरों में जलाभिषेक को कछला घाट से कांवड़ियो ने भरा जल , देखें Video",3.218376422832135e-71,1.673538309595334e-67,2.67734168307466e-77
BSF ने सीमा पार से भेजी गई 135 करोड़ रुपये की हेरोइन बरामद की,4.106898152759613e-54,3.0285129599956175e-51,4.8000271458797905e-59
' गोलीबारी की जाँच दो महीने में पूरी हो ',4.170908841074223e-40,4.766707489690042e-38,3.1947361978695283e-44
"बदायूं में पंचायत व पुलिसकर्मियों पर पथराव , 42 पर मुकदमा",2.832142421825202e-45,2.6046623532280403e-43,6.429788365809668e-48
वहीं स्ट्रालिंग ने महज 9 गेंद में ताबड़तोड़ 23 रन बनाए। इसके अलावा तीसरे नंबर पर बल्लेबाजी करने आए जोए क्लार्क ने 9 गेंद में 29 रन बनाए जबकि टीम के विकेटकीपर बल्लेबाज बेन डकट ने भी 9 गेंदों का सामना करते हुए 20 रनों का योगदान दिया।,1.833084821668162e-175,4.599391717788759e-166,1.1570549788879721e-191
साल 2008 में मुंबई में 26 11 हमले में आतंकबादियों ने भारत में घुसने के लिए इन्ही पश्चिमी तटों का इस्तेमाल किया था। समुंद्र में तेल फैलने से पैदा होने वाली समस्याओं से निपटने के लिए पॉल्यूशन रिस्पांस इक्विपमेंट भी इस शिप में होगा।,1.228753137483983e-155,9.992400600341825e-147,1.408437849618057e-175
"पंच केदार उत्तराखंड के गढ़वाल हिमालयी क्षेत्र में लगभग 170 किलोमीटर की दूरी पर स्थित पांच मंदिरों का एक समूह है . इसके लिए आपको जंगली घने जंगलों से गुजरना पड़ता है और 12000 फीट तक की ऊंचाई वाले खड़े पहाड़ों पर चढ़ना पड़ता है . अगर आपके पास गाइड नहीं है तो खो जाना भी बहुत आसान है , जो इसे बहुत चुनौतीपूर्ण बना सकता है .",1.2494675274276973e-234,6.761009546723432e-221,1.7599037196453329e-267
मोईन कुरैशी की बेटी पर्निया पेशे से फैशन डिजाइनर है और अपना फैशन स्टोर चलाती है। पर्निया की शादी लंदन के रहने वाले चार्टर अकाउंटेंट अजीत प्रसाद के बेटे अर्जुन प्रसाद से हुई है। कुरैशी के पूर्व कंद्रीय मंत्री जतिन प्रसाद से करीबी रिश्ते हैं। बेटी की भव्य शादी के बाद कुरैशी कई जांच एजेंसियों के निशाने पर आ गया था।,8.923359235160214e-220,4.646605939888161e-208,1.8732243035829418e-242
हाई रिजोल्यूशन तस्वीर लेने में सक्षम,3.7757183910638144e-26,7.382151345432085e-25,4.523466298985585e-28
